policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211002091,GBR,Annual,Net-Zero Housing in Pontardawe,Net-Zero Housing in Pontardawe United Kingdom (2019),City,,United Kingdom,Wales,Pontardawe,Demonstration project,Buildings,"One of the first net-zero neighborhood is to be built in Pontardawe, South Wales. The complex will be constituted of 35 homes, equipped with ""solar panels and energy-storing batteries, ground-source heat pumps and innovative ventilation systems"".","Energy efficiency, Renewables",,In force,2019,2020,,Unknown,Mitigation,"https://www.walesonline.co.uk/news/wales-news/net-zero-housing-pontardawe-carbon-17466407
https://www.theguardian.com/environment/2019/dec/23/net-zero-carbon-neighbourhood-to-be-built-in-south-wales",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211005272,GBR,Annual,North Sea Transition Deal,North Sea Transition Deal United Kingdom (2021),Country,,United Kingdom,,,"Economic instruments, Direct investment, Infrastructure investments, RD&D funding, Policy support, Strategic planning","Electricity and heat, Gas, Oil, Industry","Aligned with the Energy White Paper and Ten Point Plan, this document aims at 60Mt reduction of greenhouse gas emissions including 15Mt through the progressive decarbonisation of UK Continental Shelf production, investment up to £14-16 billion by 2030 in new energy technologies (e.g. hydrogen and CCUS) and supporting energy efficiency measures. 
The North Sea Transition Deal, will enable the oil and gas sector to drive the energy transition, securing jobs and supporting decarbonisation of industries and the whole supply chain across the UK.","Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2021,2021,,Unknown,Mitigation,"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/972520/north-sea-transition-deal_A_FINAL.pdf
 ",01/05/2021,,,,,
211002145,GBR,Annual,Northern Ireland Sustainable Energy Programme,Northern Ireland Sustainable Energy Programme United Kingdom (1997),Subnational region,,United Kingdom,Northern Ireland,,"Grants and subsidies, Codes and standards, Other mandatory requirements",Buildings,"A sum of money is collected from all electricity customers through a Public Service Obligation (PSO) which is used to provide funding for energy efficiency and renewable energy schemes. Previously known as the Energy Efficiency Levy (EEL), it is now known as the Northern Ireland Sustainable Energy Programme (NISEP). The strategic objectives of the NISEP are to contribute to the achievement of: Efficiency in the use of energy; Socially and environmentally sustainable long-term energy supplies at best value to customers whilst also having due regard to vulnerable customers. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,1997,,,Unknown,Mitigation,https://www.iea.org/policies/461-northern-ireland-sustainable-energy-programme-formerly-energy-efficiency-levy?country=United%20Kingdom&page=5&qs=united,,,,,,
211002178,GBR,Annual,Offshore Wind Capital Grants Scheme,Offshore Wind Capital Grants Scheme United Kingdom (2002),Country,,United Kingdom,,,Grants and subsidies,"Electricity and heat, Renewables",,Renewables,,Ended,2002,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/20070603154510/http://www.dti.gov.uk/energy/sources/renewables/business-investment/funding/capital-grants/page19413.html,,,,,,
240306399,GBR,Annual,Offshore Wind Net Zero Investment Roadmap,Offshore Wind Net Zero Investment Roadmap United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Fiscal or financial incentives, Feed-in tariffs or premiums, Tendering schemes, Tax relief, Policy support, Strategic planning",Electricity and heat,"The Offshore Wind Net Zero Investment Roadmap sets targets aiming to deploy up to 50GW of offshore wind energy by 2030, with an additional capacity of up to 5GW in floating offshore wind. This initiative is integral to the UK's energy security enhancement, facilitating the decarbonization of its power system by 2035, and ultimately achieving its net zero emissions target by 2050.",Renewables,,In force,2023,,,,Mitigation,https://www.gov.uk/government/publications/offshore-wind-net-zero-investment-roadmap,23/02/2024,,,,,
211005263,GBR,Annual,Oil and Gas Strategy,Oil and Gas Strategy United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning","Electricity and heat, CCS, Gas, Oil, Renewables, Industry, Fossil fuel exploration and production, Industrial energy related","The central obligation is to take appropriate steps to assist the Secretary of State in meeting the net zero target, including by reducing greenhouse gas emissions from sources such as flaring, venting and power generation, supporting carbon capture and storage projects, and unlock clean hydrogen production.
OGA encourages and supports industry to be proactive in identifying and taking the steps necessary to reduce their greenhouse gas emissions as far as reasonable in the circumstances;",Other low-carbon technologies and fuel switch,,In force,2020,2021,,Unknown,Mitigation,https://www.ogauthority.co.uk/news-publications/news/2021/revised-oga-strategy-comes-into-force/,01/05/2021,,,,,
211002189,GBR,Annual,On-street Residential Chargepoint Scheme,On-street Residential Chargepoint Scheme United Kingdom (2016),Country,,United Kingdom,,,Grants and subsidies,"Transport, Low-emissions mobility","The cost of charging infrastructure has come down significantly over the last few years, and the cost for many innovative new on-street solutions can be as low as £200-£500 per unit. The maximum amount the Office for Low Emission Vehicles (OLEV) will fund per chargepoint is £7,500, but OLEV anticipates costs to be much cheaper than this in most cases. Demonstrating value for money consideration in the application is crucial, and prices will be challenged to ensure that they are appropriate. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2016,,,Unknown,Mitigation,https://www.iea.org/policies/3157-on-street-residential-chargepoint-scheme?country=United%20Kingdom&qs=united,,,,,,
211002207,GBR,Annual,Options Paper on Curbing Business Energy Use,Options Paper on Curbing Business Energy Use United Kingdom (1999),Country,,United Kingdom,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,Ended,1999,,,Unknown,Mitigation,https://www.semanticscholar.org/paper/Curbing-the-growth-in-UK-commercial-energy-Scrase/fe6d4bd2c20a754c96d5e230a9d2953e3c82d604,,,,,,
211002231,GBR,Annual,PAS 2050: Specification for assessing the life-cycle GHG emissions of goods and services,PAS 2050: Specification for assessing the life-cycle GHG emissions of goods and services United Kingdom (2008),Country,,United Kingdom,,,"Advice or aid in implementation, Information provision",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,In force,2008,,,Unknown,Mitigation,http://www.bsi-global.com/en/Standards-and-Publications/Industry-Sectors/Energy/PAS-2050/,,,,,,
211002275,GBR,Annual,Planning and Energy Act,Planning and Energy Act United Kingdom (2008),Subnational region,,United Kingdom,England and Wales,,"Regulatory Instruments, Other mandatory requirements",Buildings,"Enacted on 27 November 2008, the Planning and Energy Act enables local planning authorities in England and Wales to set requirements for energy use and energy efficiency in local plans. It allows local authorities to establish their own requirements for a proportion of energy used in development plans to come from renewable sources, to be low carbon, or to comply with energy efficiency standards that exceed the requirements of existing building regulations. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2008,,,Unknown,Mitigation,https://www.iea.org/policies/376-planning-and-energy-act-2008-england-and-wales?country=United%20Kingdom&page=3&qs=united,,,,,,
211002276,GBR,Annual,Plug-in Car Grant,Plug-in Car Grant United Kingdom (2011),Country,,United Kingdom,,,Grants and subsidies,"Transport, Light-duty vehicles",,Energy efficiency,,In force,2011,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/*/http://www.dft.gov.uk/topics/sustainable/olev/plug-in-car-grant,,,,,,
211002278,GBR,Annual,Plug-in Motorcycle Grant,Plug-in Motorcycle Grant United Kingdom (2018),Country,,United Kingdom,,,Grants and subsidies,"Transport, Light-duty vehicles","The OLEV (Office for Low Emission Vehicles) Plug-in Motorcycle Grant (PIMG) only applies to a new motorcycle or scooter that meets all of the eligibility criteria for the scheme, as set out on OLEVs website, and that has been approved by OLEV. These criteria are updated regularly, for example, during the course of the grant scheme new safety requirements or European regulations or standards come into force for motorcycles or scooters. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2018,,,Unknown,Mitigation,https://www.iea.org/policies/3215-plug-in-motorcycle-grant?country=United%20Kingdom&qs=united,,,,,,
211002288,GBR,Annual,Preferential Tax Regimes for Biofuels,Preferential Tax Regimes for Biofuels United Kingdom (2002),Country,,United Kingdom,,,Tax relief,"Transport, Light-duty vehicles",Legislative,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2002,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/preferential-tax-regimes-for-biofuels/,,,,,,
211002364,GBR,Annual,Public Sector Energy Efficiency Loan Scheme (Salix Finance Ltd.),Public Sector Energy Efficiency Loan Scheme (Salix Finance Ltd.) United Kingdom (2004),Country,,United Kingdom,,,Loans,"Buildings, Industry","Salix Finance Ltd. provides interest-free Government funding to the public sector to improve energy efficiency, reduce carbon emissions and lower energy bills. Salix is funded by the Department for Business, Energy and Industrial Strategy, the Department for Education, the Welsh Government and the Scottish Government and was established in 2004 as an independent, publicly funded company, dedicated to providing the public sector with loans for energy efficiency projects. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2004,,,Unknown,Mitigation,https://www.iea.org/policies/2556-public-sector-energy-efficiency-loan-scheme-salix-finance-ltd?country=United%20Kingdom&page=4&qs=united,,,,,,
211002420,GBR,Annual,Reduced VAT for energy-saving materials,Reduced VAT for energy-saving materials United Kingdom (1998),Country,,United Kingdom,,,Tax relief,"Buildings, Heating and cooling",,Energy efficiency,,In force,1998,,,Unknown,Mitigation,http://www.hm-treasury.gov.uk/3849.htm,,,,,,
211002429,GBR,Annual,Regional Approval for Renewable Energy Projects,Regional Approval for Renewable Energy Projects United Kingdom (2004),Country,,United Kingdom,,,"Other mandatory requirements, Policy support",Electricity and heat,,Renewables,,In force,2004,,,Unknown,Mitigation,https://www.iea.org/policies/217-energy-act-2004,,,,,,
211002503,GBR,Annual,Renewable Energy Guarantees of Origin (REGOs),Renewable Energy Guarantees of Origin (REGOs) United Kingdom (2003),Country,,United Kingdom,,,"Endorsement label, Monitoring, Codes and standards, GHG emission reduction crediting and offsetting mechanism","Electricity and heat, Renewables",,Renewables,,In force,2003,,,Unknown,Mitigation,https://www.ofgem.gov.uk/environmental-programmes/renewable-energy-guarantees-origin-rego,,,,,,
211002514,GBR,Annual,Renewable Energy Strategy,Renewable Energy Strategy United Kingdom (2009),Country,,United Kingdom,,,"Feed-in tariffs or premiums, Policy support, Institutional creation, Strategic planning, Regulatory Instruments, Technology deployment and diffusion, Technology development, GHG reduction target, Renewable energy target","Electricity and heat, Renewables, Transport, General","The UK Renewable Energy Strategy 2009 is a white paper outlining how the UK will meet its legally-binding target to ensure 15% of energy comes from renewable energy sources by 2020.
Under the 2008 Climate Change Act, the UK must meet legally binding carbon ""budgets"", committing the UK to cuts its emissions by 34% by 2020 and 80% by 2050.
The Strategy comprises three primary 2020 targets:
Over 30% of electricity to be generated from renewable energy sources, mostly from wind power, with biomass, hydro, wave and tidal power playing important roles;
12% of heat to be generated from renewable energy sources, from a large range of sources (biomass, biogas, solar, heat pumps);
10% of transport energy to come from renewable energy sources.
The key measures to achieve the targets are:
An expansion and extension of the Renewables Obligation, requiring energy suppliers to sell larger amounts of renewable energy. New measures to increase financial support for offshore wind will also be considered.
Introducing payment schemes to support the production of renewable heat and small-scale clean electricity generation by households, industry, businesses and communities.
New guaranteed payments will be provided through feed-in tariff schemes from 2010 onwards, and a Renewable Heat Incentive from 2011 onwards. Before the schemes take effect, GBP 45 million in grants have been committed.
The Renewable Transport Fuel Obligation will be amended or replaced, taking into account sustainability issues, to ensure transport fuels contain a rising amount of renewable biofuels.",Renewables,,Ended,2009,,2020,Unknown,Mitigation,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/228866/7686.pdf,,,,,,
211002532,GBR,Annual,Renewable Heat Incentive (RHI) for domestic and non-domestic generators,Renewable Heat Incentive (RHI) for domestic and non-domestic generators United Kingdom (2011),Country,,United Kingdom,,,Feed-in tariffs or premiums,"Electricity and heat, Renewables","Eligible technologies: Aerothermal, Hydrothermal, Biogas, Biomass, Geothermal and Solar thermal",Renewables,,In force,2011,,,Unknown,Mitigation,https://www.gov.uk/government/policies/increasing-the-use-of-low-carbon-technologies/supporting-pages/renewable-heat-incentive-rhi,,,,,,
211002542,GBR,Annual,Renewable Transport Fuels Obligation (RTFO),Renewable Transport Fuels Obligation (RTFO) United Kingdom (2008),Country,,United Kingdom,,,"Obligation schemes, Renewable energy target",Transport,,Renewables,,In force,2008,,,Unknown,Mitigation,https://www.gov.uk/guidance/renewable-transport-fuels-obligation,,,,,,
211002554,GBR,Annual,Renewables Obligation,Renewables Obligation United Kingdom (2002),Country,,United Kingdom,,,Obligation schemes,"Electricity and heat, Renewables",Legislative,Renewables,,In force,2002,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/renewables-obligation/,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211002565,GBR,Annual,Research & Development and Demonstration of Wave and Tidal-stream Technologies,Research & Development and Demonstration of Wave and Tidal-stream Technologies United Kingdom (2000),Country,,United Kingdom,,,"Fiscal or financial incentives, Demonstration project",Electricity and heat,,Renewables,,In force,2000,,,Unknown,Mitigation,https://cdn.ymaws.com/www.renewableuk.com/resource/resmgr/publications/reports/wavetidalukcapability.pdf,,,,,,
211002566,GBR,Annual,Research Councils Energy Programme (RCEP),Research Councils Energy Programme (RCEP) United Kingdom (2004),Country,,United Kingdom,,,"Technology deployment and diffusion, Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology development","Electricity and heat, Renewables",,"Renewables, Energy efficiency",,In force,2004,,,Unknown,Mitigation,http://www.rcuk.ac.uk/research/xrcprogrammes/energy/,,,,,,
220205811,GBR,Annual,Road to Zero Strategy,Road to Zero Strategy United Kingdom (2018),Country,,United Kingdom,,,"Policy support, Strategic planning, Target","Transport, Low-emissions mobility","This policy sets out a target of at least 50%, and as many as 70%, of new car sales and up to 40% of new van sales being ultra low emission by 2030.",Other low-carbon technologies and fuel switch,,In force,2018,,,,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/739460/road-to-zero.pdf,01/01/2022,,,,,
211002623,GBR,Annual,Salix Project,Salix Project United Kingdom (2006),Country,,United Kingdom,,,Loans,Buildings,,Energy efficiency,,In force,2006,,,Unknown,Mitigation,http://www.salixfinance.co.uk,,,,,,
211002633,GBR,Annual,Scotland - Public Sector Central Energy Efficiency Fund (CEEF),Scotland - Public Sector Central Energy Efficiency Fund (CEEF) United Kingdom (2004),Subnational region,,United Kingdom,Scotland,,Loans,Buildings,"The CEEF provides money through a revolving fund to all of Scotland's local authorities, the health boards and Scottish Water for investment in a number of energy efficiency measures such as draught proofing, lighting and insulation, which bring about energy, cost and carbon savings. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2004,,,Unknown,Mitigation,https://www.iea.org/policies/952-scotland-public-sector-central-energy-efficiency-fund-ceef?country=United%20Kingdom&page=4&qs=united,,,,,,
211002634,GBR,Annual,Scottish Biomass Support Scheme,Scottish Biomass Support Scheme United Kingdom (2006),Subnational region,,United Kingdom,Scotland,,Grants and subsidies,"Electricity and heat, Renewables","The Scottish Biomass Support Scheme was launched in 2006, with GBP 7.5 million in funding over the financial years 2006-07 and 2007-08. The capital grant scheme is applicable to all formally constituted organisations in Scotland, both public and private, of varying sizes (micro-enterprises and SMEs). Barring exceptional circumstances, the maximum capital grant allowed is GBP 400 000. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch, Renewables",,Ended,2006,,,Unknown,Mitigation,https://www.iea.org/policies/4725-scottish-biomass-support-scheme?country=United%20Kingdom&page=3&qs=united,,,,,,
211002635,GBR,Annual,Scottish Energy Strategy,Scottish Energy Strategy United Kingdom (2017),Subnational region,,United Kingdom,Scotland,,Strategic planning,Electricity and heat,"This long-term Strategy is designed to guide decision making between now and the middle of the century – over 30 years in the future. It sets two new targets for the Scottish energy system by 2030: • The equivalent of 50% of the energy for Scotland’s heat, transport and electricity consumption to be supplied from renewable sources; • An increase by 30% in the productivity of energy use across the Scottish economy.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2017,,,Unknown,Mitigation,https://www.gov.scot/publications/scottish-energy-strategy-future-energy-scotland-9781788515276/,,,,,,
211002636,GBR,Annual,Scottish SME Loan Fund,Scottish SME Loan Fund United Kingdom (2008),Subnational region,,United Kingdom,Scotland,,Loans,Buildings,"The SME Loan provides unsecured, interest free loans from £1,000 up to £100,000 for the installation of energy efficient measures such as lighting and heating upgrades, double glazing, insulation and much more. Since its launch in 2008, the SME Loan has provided Scottish businesses with over £26,24 million in loans for over 968 projects, resulting in an estimated financial saving to businesses of over £48.02 million. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2008,,,Unknown,Mitigation,https://www.iea.org/policies/2555-scottish-sme-loan-fund?country=United%20Kingdom&page=3&qs=united,,,,,,
211000038,GBR,Annual,Sector Resilience Plans: Energy,Sector Resilience Plans: Energy United Kingdom (2014),Country,,United Kingdom,,,Strategic planning,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",,In force,2014,,,Unknown,Mitigation,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/370156/20141103_Summary_sector_resilience_plan_2014.pdf,,,,,,
211002670,GBR,Annual,Smart Metering and Billing,Smart Metering and Billing United Kingdom (2007),Country,,United Kingdom,,,"Other mandatory requirements, Information provision",Buildings,,"Energy service demand reduction and resource efficiency, Energy efficiency",,In force,2007,,,Unknown,Mitigation,https://www.gov.uk/government/policies/helping-households-to-cut-their-energy-bills/supporting-pages/smart-meters,,,,,,
211002669,GBR,Annual,Smart Metering Implementation Programme,Smart Metering Implementation Programme United Kingdom (2010),Country,,United Kingdom,,,Advice or aid in implementation,Electricity and heat,,"Energy service demand reduction and resource efficiency, Energy efficiency",,In force,2010,,,Unknown,Mitigation,https://www.gov.uk/government/policies/helping-households-to-cut-their-energy-bills/supporting-pages/smart-meters,,,,,,
240306409,GBR,Annual,Social Housing Decarbonisation Fund and Home Upgrade Grant allocations,Social Housing Decarbonisation Fund and Home Upgrade Grant allocations United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies, Loans",Electricity and heat,"The government allocates £1.8 billion through various schemes to upgrade social homes and public buildings, enhancing their energy efficiency. This initiative is integral to reducing carbon emissions from the housing and public sectors, contributing to national climate goals.",Energy efficiency,,In force,2023,,,,Mitigation,https://www.gov.uk/government/news/18-billion-awarded-to-boost-energy-efficiency-and-cut-emissions-of-homes-and-public-buildings-across-england,23/02/2024,,,,,
211002722,GBR,Annual,Stamp Duty Relief for Zero Carbon Homes,Stamp Duty Relief for Zero Carbon Homes United Kingdom (2007),Country,,United Kingdom,,,Tax relief,"Buildings, Heating and cooling, Hot water and cooking, Appliances",,Energy efficiency,,Ended,2007,,2012,Unknown,Mitigation,http://www.hmrc.gov.uk/manuals/sdltmanual/sdltm20700.htm,,,,,,
211002792,GBR,Annual,Support for Ultra-Low Emission Vehicles (ULEVs),Support for Ultra-Low Emission Vehicles (ULEVs) United Kingdom (2015),Country,,United Kingdom,,,"Infrastructure investments, Fiscal or financial incentives, Technology development","Transport, Low-emissions mobility, Heavy-duty vehicles, Light-duty vehicles","The Northern Powerhouse Investment Fund (NPIF) will invest a further £390 million by 2020-21 to support ultra-low emission vehicles (ULEVs), renewable fuels, and connected and autonomous vehicles (CAVs). This includes £80 million for ULEV charging infrastructure, £150 million in support for low emission buses and taxis, £20 million for the development of alternative aviation and heavy goods vehicle fuels, and £100 million for new UK CAV testing infrastructure. In addition to the tax incentives for ULEVs in company tax and salary schemes set out in the tax chapter, from today to the end of March 2019 the government will also offer 100% first-year allowances to companies investing in charge-points for electric vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,https://www.iea.org/policies/3271-support-ultra-low-emission-vehicles-ulevs?country=United%20Kingdom&qs=united,,,,,,
211002807,GBR,Annual,Sustainable Transport Policy,Sustainable Transport Policy United Kingdom (2007),Country,,United Kingdom,,,Policy support,Transport,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2007,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/228953/7226.pdf,,,,,,
211002817,GBR,Annual,Tax Benefits for Ultra Low Emission Vehicles,Tax Benefits for Ultra Low Emission Vehicles United Kingdom (2017),Country,,United Kingdom,,,Tax relief,"Transport, Low-emissions mobility, Light-duty vehicles","Ultra low emission vehicles (ULEVs) are usually defined as vehicles that emit less than 75g of carbon dioxide (CO2) for every kilometre travelled. They will typically include an electric powertrain. Both private and business users of ULEVs receive a number of tax benefits. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2017,,,Unknown,Mitigation,https://www.iea.org/policies/6767-tax-benefits-for-ultra-low-emission-vehicles?country=United%20Kingdom&qs=united,,,,,,
211005266,GBR,Annual,Ten Point Plan,Ten Point Plan United Kingdom (2020),Country,,United Kingdom,,,"Policy support, Strategic planning, Target, Renewable energy target, Political & non-binding renewable energy target",General,"It is a strategic plan for a Green Industrial Revolution. The ten points that the government will place efforts in the next years are encompasses clean power generation, reduce emissions in industry, transport and building sectors and increase the woodlands in UK to build a path towards a net-zero society.
As direct targets, the plan outlines production of 40 GW of offshore wind power by 2030, to have 10Mt of carbon captured per year by 2030 due to investments in CCS. 
 ","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020,,,High,Mitigation,"https://climate-laws.org/geographies/united-kingdom/policies/ten-point-plan
https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/936567/10_POINT_PLAN_BOOKLET.pdf",01/05/2021,Offshore wind power capacity,Capacity of renewables (MW),40000,,2030
220205923,GBR,Annual,The Carbon Accounting (Provision for 2019) Regulations 2021,The Carbon Accounting (Provision for 2019) United Kingdom (2021),Country,,United Kingdom,,,"Regulatory Instruments, Monitoring",General,The regulation make provisions for carbon accounting rules for calculating the UK's 2019 carbon budget as mandated under the Climate Change Act 2008.,"Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021,,,,Mitigation,https://www.legislation.gov.uk/uksi/2021/189/schedule/made,08/04/2022,,,,,
211002865,GBR,Annual,The Carbon Trust,The Carbon Trust United Kingdom (2001),Country,,United Kingdom,,,"Information provision, Policy support","Industry, Electricity and heat",,Energy efficiency,,Ended,2001,,,Unknown,Mitigation,http://www.carbontrust.com/,,,,,,
211002871,GBR,Annual,The Energy Savings Trust,The Energy Savings Trust United Kingdom (1992),Country,,United Kingdom,,,"Information provision, Advice or aid in implementation","Transport, Buildings, Heating and cooling, Appliances, Hot water and cooking",,Energy efficiency,,Ended,1992,,,Unknown,Mitigation,https://energysavingtrust.org.uk/about-us/,,,,,,
211002876,GBR,Annual,The Green Fuels Challenge,The Green Fuels Challenge United Kingdom (2001),Country,,United Kingdom,,,"Fiscal or financial incentives, Policy support","Electricity and heat, Transport",,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2001,,2003,Unknown,Mitigation,http://www.hmce.gov.uk,,,,,,
211005265,GBR,Annual,The Greenhouse Gas Emissions Trading Scheme Order,The Greenhouse Gas Emissions Trading Scheme Order United Kingdom (2020),Country,,United Kingdom,,,"Economic instruments, Market-based instruments, GHG emissions allowances","Electricity and heat, General, Industry, Transport, Air","This order established a new UK emissions trading regime. The new UK- ETS applies to GHG emissions from power and heat generations, energy intensive industries, and aviation.  It also provides details on the rules governing the issuance of ""allowances"".",Unknown,,In force,2020,2021,,Unknown,Mitigation,https://www.legislation.gov.uk/ukdsi/2020/9780348209761/pdfs/ukdsiem_9780348209761_en.pdf,01/05/2021,,,,,
211002881,GBR,Annual,The National Adaptation Programme,The National Adaptation Programme United Kingdom (2013),Country,,United Kingdom,,,Strategic planning,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",,In force,2013,,,Unknown,Mitigation,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/209866/pb13942-nap-20130701.pdf,,,,,,
211002907,GBR,Annual,The national emission target under the EU Effort Sharing Decision,The national emission target under the EU Effort Sharing Decision United Kingdom (2009),Country,,United Kingdom,,,"GHG reduction target, Formal & legally binding GHG reduction target",General,The national emission target for UK under the EU Effort Sharing Decision is 16% reduction of greenhouse gas emissions in 2020 compared to 2005 level.,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,Ended,2009,,2020,Unknown,Mitigation,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:140:0136:0148:EN:PDF#page=12,,{{{Comments}}},GHG emissions reduction (%),16,2005,2020
211002896,GBR,Annual,The Renewable Transport Fuel Obligation Order,The Renewable Transport Fuel Obligation Order United Kingdom (2007),Country,,United Kingdom,,,Obligation schemes,Transport,The Order establishes a quota scheme for biofuels.,Renewables,4,In force,2007,,,Unknown,Mitigation,http://www.res-legal.eu/search-by-country/united-kingdom/tools-list/c/united-kingdom/s/res-t/t/promotion/sum/204/lpid/203/,,,,,,
220205810,GBR,Annual,Transport Decarbonisation Strategy,Transport Decarbonisation Strategy United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning, Target","Transport, Low-emissions mobility","This stategy sets out a framework to decarbonize the UK's transport sector. It includes several commitments, such as:
1. Increasing cycling and walking
2. Increasing the share of zero emissions buses: at least 4000 new zero emissions buses and associated infrastructure will be rolled out, with a phase-out date for ICE buses to be determined soon
3. Decarbonizing railways: the objective is to have a zero emissions railway network by 2050, and to remove all diesel-only trains from the network by 2040.
4. A zero emissions fleet of cars, vans, motorcycles and scooters: this includes an interim target of 25% of the government fleet being ultra-low emissions by 2022, and to a 100% by 2027. It includes plans for the development of the required charging infrastructure.
5. Accelerating maritime decarbonization
6. Accelerating aviation decarbonization",Other low-carbon technologies and fuel switch,,In force,2021,2021,,High,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1009448/decarbonising-transport-a-better-greener-britain.pdf,01/01/2022,,,,,
211002950,GBR,Annual,UK Clean Growth Strategy,UK Clean Growth Strategy United Kingdom (2017),Country,,United Kingdom,,,Formal & legally binding climate strategy,General,"The UK Clean Growth Strategy is based on the following pillars : 1) Accelerating clean growth; 2) Improving business and industry efficiency (25% of UK emissions); 3) Improving housing (13% of UK emissions); 4) Accelerating the shift to low-carbon transport (24% of UK emissions); 5) Delivering clean, smart, flexible power (21% of UK emissions); 6) Enhancing the benefits and value of natural resources (15% of UK emissions); 7) Leading in the public sector (2% of UK emissions); and 8) Government leadership in driving clean growth. (For details, see reference.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2017,,,High,Mitigation,"https://www.gov.uk/government/publications/clean-growth-strategy
https://www.iea.org/policies/6910-uk-clean-growth-strategy?country=United%20Kingdom&qs=united",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
